i:id,i:Paytable Trigger DID,s:Paytable Trigger Type,s:Paytable Trigger Name,i:Paytable DID,s:Paytable Name,i:One Time Reward,i:Number of Reward Sets,s:Number of Rewards per Set,f:Set Odds 1,s:Set Type 1,i:Set 1 Reward DID 1,i:Set 1 Reward DID 2,i:Set 1 Reward DID 3,i:Set 1 Reward DID 4,i:Set 1 Reward DID 5,i:Set 1 Reward DID 6,i:Set 1 Reward DID 7,i:Set 1 Reward DID 8,i:Set 1 Reward DID 9,i:Set 1 Reward DID 10,i:Set 1 Reward DID 11,f:Set 1 Reward Odds 1,f:Set 1 Reward Odds 2,f:Set 1 Reward Odds 3,f:Set 1 Reward Odds 4,f:Set 1 Reward Odds 5,f:Set 1 Reward Odds 6,f:Set 1 Reward Odds 7,f:Set 1 Reward Odds 8,f:Set 1 Reward Odds 9,f:Set 1 Reward Odds 10,f:Set 1 Reward Odds 11,i:Set 1 Reward Amount 1,i:Set 1 Reward Amount 2,i:Set 1 Reward Amount 3,i:Set 1 Reward Amount 4,i:Set 1 Reward Amount 5,i:Set 1 Reward Amount 6,i:Set 1 Reward Amount 7,i:Set 1 Reward Amount 8,i:Set 1 Reward Amount 9,i:Set 1 Reward Amount 10,i:Set 1 Reward Amount 11,f:Set Odds 2,s:Set Type 2,i:Set 2 Reward DID 1,i:Set 2 Reward DID 2,i:Set 2 Reward DID 3,i:Set 2 Reward DID 4,f:Set 2 Reward Odds 1,f:Set 2 Reward Odds 2,f:Set 2 Reward Odds 3,f:Set 2 Reward Odds 4,i:Set 2 Reward Amount 1,i:Set 2 Reward Amount 2,i:Set 2 Reward Amount 3,i:Set 2 Reward Amount 4,f:Set Odds 3,s:Set Type 3,i:Set 3 Reward DID 1,i:Set 3 Reward DID 2,i:Set 3 Reward DID 3,i:Set 3 Reward DID 4,f:Set 3 Reward Odds 1,f:Set 3 Reward Odds 2,f:Set 3 Reward Odds 3,f:Set 3 Reward Odds 4,i:Set 3 Reward Amount 1,i:Set 3 Reward Amount 2,i:Set 3 Reward Amount 3,i:Set 3 Reward Amount 4
490,9510,wish,!!FOOD_CHUM_STICK,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
491,9511,wish,!!FOOD_KRABBY_KLONE,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
492,9504,wish,!!FOOD_CHUM_SHAKE,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
493,9505,wish,!!FOOD_CHUM_BURGER,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
494,9506,wish,!!FOOD_CHUM_FRIES,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
495,9507,wish,!!FOOD_CHUMBALAYA,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
496,9508,wish,!!FOOD_CHUM_CHILI,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
497,9509,wish,!!FOOD_CHUM_PIE ,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
498,9510,wish,!!FOOD_CHUM_STICK,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,9511,wish,!!FOOD_KRABBY_KLONE,41,plankton,1,-1,-1,1,recipes,9504,9505,9506,9507,9508,9509,9510,9511,-1,-1,-1,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
500,9004,wish,!!INGREDIENT_DRIFTWOOD,100,halloween_base_ghosts,0,-1,-1,1,resources,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
501,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,20,25,30,35,40,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
502,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,20,25,30,35,40,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
503,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,40,50,55,60,70,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
504,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,55,65,70,75,85,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
505,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,70,80,85,90,100,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
506,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,80,95,100,105,120,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
507,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,100,120,125,130,150,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
508,9023,wish,!!FOOD_EYEBALLS,100,halloween_base_ghosts,0,-1,-1,1,resources,55,55,55,55,55,-1,-1,-1,-1,-1,-1,0.1,0.25,0.3,0.25,0.1,-1,-1,-1,-1,-1,-1,180,215,225,235,270,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
509,9004,wish,!!INGREDIENT_DRIFTWOOD,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
510,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
511,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
512,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
513,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
514,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
515,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
516,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
517,9023,wish,!!FOOD_EYEBALLS,101,halloween_xp_ghosts,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
518,9103,wish,!!FOOD_PEANUT_BRITTLE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,9123,9124,9125,9126,9127,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,1,1,1,1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519,9104,wish,!!FOOD_BREAD_PUDDING,103,christmas_recipes_elves,1,-1,-1,1,recipes,-1,9105,9119,9120,9121,9122,9123,9124,9125,9126,9127,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1,1,1,1,1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
520,9105,wish,!!FOOD_YULE_LOG_CAKE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,-1,9119,9120,9121,9122,9123,9124,9125,9126,9127,0.03,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,-1,1,1,1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
521,9119,wish,!!FOOD_CHRISTMAS_COOKIE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,-1,9120,9121,9122,9123,9124,9125,9126,9127,0.03,0.03,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,1,-1,1,1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
522,9120,wish,!!FOOD_APPLE_CIDER,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,-1,9121,9122,9123,9124,9125,9126,9127,0.03,0.03,0.03,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,1,1,-1,1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
523,9121,wish,!!FOOD_GINGERBREAD_ELF,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,-1,9122,9123,9124,9125,9126,9127,0.03,0.03,0.03,0.03,-1,0.03,0.03,0.03,0.03,0.03,0.03,1,1,1,1,-1,1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
524,9122,wish,!!FOOD_CRANBERRY_SAUCE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,-1,9123,9124,9125,9126,9127,0.03,0.03,0.03,0.03,0.03,-1,0.03,0.03,0.03,0.03,0.03,1,1,1,1,1,-1,1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
525,9123,wish,!!FOOD_HOT_CHOCOLATE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,-1,9124,9125,9126,9127,0.03,0.03,0.03,0.03,0.03,0.03,-1,0.03,0.03,0.03,0.03,1,1,1,1,1,1,-1,1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
526,9124,wish,!!FOOD_CANDY_CANE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,9123,-1,9125,9126,9127,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1,0.03,0.03,0.03,1,1,1,1,1,1,1,-1,1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
527,9125,wish,!!FOOD_ENGLISH_TOFFEE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,9123,9124,-1,9126,9127,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1,0.03,0.03,1,1,1,1,1,1,1,1,-1,1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
528,9126,wish,!!FOOD_FUDGE,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,9123,9124,9125,-1,9127,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1,0.03,1,1,1,1,1,1,1,1,1,-1,1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
529,9127,wish,!!FOOD_SUGAR_PLUM,103,christmas_recipes_elves,1,-1,-1,1,recipes,9104,9105,9119,9120,9121,9122,9123,9124,9125,9126,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1,1,1,1,1,1,1,1,1,1,1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
530,9100,wish,!!FOOD_HOLIDAY_CHEER,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
531,9101,wish,!!FOOD_SNICKERDOODLE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
532,9102,wish,!!FOOD_ROASTED_CHESTNUT,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,9103,wish,!!FOOD_PEANUT_BRITTLE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
534,9104,wish,!!FOOD_BREAD_PUDDING,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
535,9105,wish,!!FOOD_YULE_LOG_CAKE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536,9119,wish,!!FOOD_CHRISTMAS_COOKIE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,9120,wish,!!FOOD_APPLE_CIDER,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
538,9121,wish,!!FOOD_GINGERBREAD_ELF,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
539,9122,wish,!!FOOD_CRANBERRY_SAUCE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
540,9123,wish,!!FOOD_HOT_CHOCOLATE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
541,9124,wish,!!FOOD_CANDY_CANE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
542,9125,wish,!!FOOD_ENGLISH_TOFFEE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
543,9126,wish,!!FOOD_FUDGE,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
544,9127,wish,!!FOOD_SUGAR_PLUM,104,christmas_xp,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
545,9201,wish,!!FOOD_CHOCOLATES,107,valentine_hearts,0,-1,-1,1,resources,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
